,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,无用1.5,无用2,手续费,无用3,无用4
129,1163,银华中国梦30股票,YHZGM30GP,14.0221,,0,2016/4/1,0.813,0.813,2017/3/31,0.927,0.927,2015/4/29,1,0.15%,1,0.15%,1,1.50%
130,1677,中银战略新兴产业股票A,ZYZLXXCYGPA,14.0021,,0,2016/4/1,0.957,0.957,2017/3/31,1.091,1.091,2015/11/26,1,0.15%,1,0.15%,1,1.50%
131,167503,安信中证一带一路主题指数,AXZZYDYLZTZS,13.9004,,0,2016/4/1,0.751,0.4,2017/3/31,0.831,0.502,2015/5/14,1,0.05%,1,0.05%,1,0.50%
132,162216,泰达中证500指数增强(LOF),TDZZ500ZSZQLOF,13.8101,,0,2016/4/1,0.8953,2.0136,2017/3/31,0.998,2.1363,2011/12/1,1,0.12%,1,0.12%,1,1.20%
133,1643,汇丰晋信智造先锋股票A,HFJXZZXFGPA,13.4971,,0,2016/4/1,0.9076,0.9076,2017/3/31,1.0301,1.0301,2015/9/30,1,0.15%,1,0.15%,1,1.50%
134,160634,鹏华中证环保产业指数(LOF),PHZZHBCYZSLOF,13.4178,,0,2016/4/1,1.025,0.687,2017/3/31,1.135,0.778,2015/6/16,1,0.12%,1,0.12%,1,1.20%
135,240016,华宝上证180价值联接,HBSZ180JZLJ,13.3694,,0,2016/4/1,1.294,1.324,2017/3/31,1.467,1.497,2010/4/23,1,0.15%,1,0.15%,1,1.50%
136,217016,招商深证100指数A,ZSSZ100ZSA,13.3076,,0,2016/4/1,1.037,1.037,2017/3/31,1.175,1.175,2010/6/22,1,0.12%,1,0.12%,1,1.20%
137,1685,汇添富沪港深新价值股票,HTFHGSXJZGP,13.3,,0,2016/7/27,1,1,2017/3/31,1.133,1.133,2016/7/27,1,0.15%,1,0.15%,1,1.50%
138,1039,嘉实先进制造股票,JSXJZZGP,13.2612,,0,2016/4/1,0.739,0.739,2017/3/31,0.837,0.837,2015/4/24,1,0.15%,1,0.15%,1,1.50%
139,165511,中信保诚中证500指数(LOF)A,ZXBCZZ500ZSLOFA,13.2326,,0,2016/4/1,1.146,1.73,2017/3/31,1.278,1.808,2011/2/11,1,0.12%,1,0.12%,1,1.20%
140,159913,交银深证300价值ETF,JYSZ300JZETF,13.1208,,0,2016/4/1,1.349,1.349,2017/3/31,1.526,1.526,2011/9/22,,,,,,
141,985,嘉实逆向策略股票,JSNXCLGP,13.0952,,0,2016/4/1,1.008,1.008,2017/3/31,1.14,1.14,2015/2/2,1,0.15%,1,0.15%,1,1.50%
142,450008,国富沪深300指数增强,GFHS300ZSZQ,13.0833,,0,2016/4/1,1.2,1.2,2017/3/31,1.357,1.357,2009/9/3,1,0.12%,1,0.12%,1,1.20%
143,2311,创金合信中证500指数增强A,CJHXZZ500ZSZQA,12.9979,,0,2016/4/1,0.8586,0.8586,2017/3/31,0.9702,0.9702,2015/12/31,1,0.15%,1,0.15%,1,1.50%
144,161121,易方达中证银行指数(LOF)A,YFDZZYHZSLOFA,12.9763,,0,2016/4/1,0.7938,0.7938,2017/3/31,0.8674,,2015/6/3,1,0.10%,1,0.10%,1,1.00%
145,162208,泰达宏利首选企业股票,TDHLSXQYGP,12.9602,0.4,1,2016/4/1,1.3621,1.6821,2017/3/31,1.1168,1.8368,2006/12/1,1,0.15%,1,0.15%,1,1.50%
146,2316,创金合信中证500指数增强C,CJHXZZ500ZSZQC,12.9427,,0,2016/4/1,0.8584,0.8584,2017/3/31,0.9695,0.9695,2015/12/31,1,0.00%,,,,
147,160620,鹏华资源A,PHZYA,12.9276,,0,2016/4/1,1.078,0.751,2017/3/31,1.194,0.841,2012/9/27,1,0.12%,1,0.12%,1,1.20%
148,1644,汇丰晋信智造先锋股票C,HFJXZZXFGPC,12.8979,,0,2016/4/1,0.9048,0.9048,2017/3/31,1.0215,1.0215,2015/9/30,1,0.00%,,,,
149,512120,华安中证细分医药ETF,HAZZXFYYETF,12.8122,,0,2016/4/1,1.241,1.241,2017/3/31,1.4,1.4,2013/12/4,,0.05%,,,,
150,161723,招商中证银行指数A,ZSZZYHZSA,12.7433,,0,2016/4/1,0.823,0.838,2017/3/31,0.905,0.943,2015/5/20,1,0.10%,1,0.10%,1,1.00%
151,165515,信诚沪深300指数(LOF)A,XCHS300ZSLOFA,12.683,,0,2016/4/1,1.087,1.321,2017/3/31,1.204,1.406,2012/2/1,1,0.12%,1,0.12%,1,1.20%
152,1672,国寿安保智慧生活股票,GSABZHSHGP,12.5743,0.04,1,2016/4/1,1.052,1.052,2017/3/31,1.144,1.184,2015/9/1,1,0.15%,1,0.15%,1,1.50%
153,711,嘉实医疗保健股票,JSYLBJGP,12.5313,,0,2016/4/1,1.197,1.197,2017/3/31,1.347,1.347,2014/8/13,1,0.15%,1,0.15%,1,1.50%
154,50021,博时创业板ETF联接A,BSCYBETFLJA,12.5309,,0,2016/4/1,1.1316,1.1316,2017/3/31,1.2734,1.2734,2011/6/10,1,0.08%,1,0.08%,1,0.80%
155,2315,创金合信沪深300指数增强C,CJHXHS300ZSZQC,12.5168,,0,2016/4/1,0.8948,0.8948,2017/3/31,1.0068,1.0068,2015/12/31,1,0.00%,,,,
156,519706,交银深证300价值ETF联接,JYSZ300JZETFLJ,12.471,,0,2016/4/1,1.291,1.291,2017/3/31,1.452,1.452,2011/9/28,1,0.15%,1,0.15%,1,1.50%
157,512990,华夏MSCIA股国际通ETF,HXMSCIAGGJTETF,12.4418,,0,2016/4/1,0.9235,0.9235,2017/3/31,1.0384,1.0384,2015/2/12,,0.05%,,,,
158,200002,长城久泰沪深300指数A,CCJTHS300ZSA,12.424,,0,2016/4/1,1.283,4.143,2017/3/31,1.4424,4.3024,2004/5/21,1,0.15%,1,0.15%,1,1.50%
159,519100,长盛中证100指数,CSZZ100ZS,12.3809,,0,2016/4/1,0.8925,1.5835,2017/3/31,1.003,1.694,2006/11/22,1,0.15%,1,0.15%,1,1.50%
160,1050,汇添富成长多因子量化策略股票,HTFCZDYZLHCLGP,12.3167,,0,2016/4/1,1.023,1.023,2017/3/31,1.149,1.149,2015/2/16,1,0.15%,1,0.15%,1,1.50%
161,510090,建信责任ETF,JXZRETF,12.2355,,0,2016/4/1,1.2055,1.4381,2017/3/31,1.353,1.6141,2010/5/28,,,,,,
162,180003,银华-道琼斯88指数,YHDQS88ZS,12.2291,,0,2016/4/1,0.9044,2.7094,2017/3/31,1.015,2.82,2004/8/11,1,0.15%,1,0.15%,1,1.50%
163,960,招商医药健康产业股票,ZSYYJKCYGP,12.2056,,0,2016/4/1,0.934,0.934,2017/3/31,1.048,1.048,2015/1/30,1,0.15%,1,0.15%,1,1.50%
164,168204,中融中证煤炭指数(LOF),ZRZZMTZSLOF,12.1456,,0,2016/4/1,0.716,0.731,2017/3/31,0.775,0.817,2015/6/25,1,0.00%,,,,
165,502048,易方达上证50指数(LOF)A,YFDSZ50ZSLOFA,12.0002,,0,2016/4/1,1.0699,0.6974,2017/3/31,1.1788,,2015/4/15,1,0.12%,1,0.12%,1,1.20%
166,213010,宝盈中证100指数增强A,BYZZ100ZSZQA,11.9683,,0,2016/4/1,1.011,1.011,2017/3/31,1.132,1.132,2010/2/8,1,0.12%,1,0.12%,1,1.20%
167,975,MSCI中国A股国际通联接A,MSCIZGAGGJTLJA,11.9504,,0,2016/4/1,0.887,0.887,2017/3/31,0.993,0.993,2015/2/12,1,0.12%,1,0.12%,1,1.20%
168,502000,西部利得中证500指数增强A,XBLDZZ500ZSZQA,11.8902,,0,2016/4/1,0.932,0.558,2017/3/31,1.017,0.623,2015/4/15,1,0.10%,1,0.10%,1,1.00%
169,176,嘉实沪深300指数研究增强,JSHS300ZSYJZQ,11.8726,,0,2016/4/1,0.9922,0.9922,2017/3/31,1.11,1.11,2014/12/26,1,0.10%,1,0.10%,1,1.00%
170,100038,富国沪深300指数增强A,FGHS300ZSZQA,11.8694,,0,2016/4/1,1.348,1.348,2017/3/31,1.508,1.508,2009/12/16,1,0.12%,1,0.12%,1,1.20%
171,2229,华夏经济转型股票,HXJJZXGP,11.8511,,0,2016/4/1,1.021,1.021,2017/3/31,1.142,1.142,2016/3/15,1,0.15%,1,0.15%,1,1.50%
172,1718,工银物流产业股票A,GYWLCYGPA,11.8269,,0,2016/4/1,1.04,1.04,2017/3/31,1.163,1.163,2016/3/1,1,0.15%,1,0.15%,1,1.50%
173,82,嘉实研究阿尔法股票,JSYJAEFGP,11.8253,0.5547,1,2016/4/1,1.618,1.618,2017/3/31,1.174,1.729,2013/5/28,1,0.15%,1,0.15%,1,1.50%
174,1040,新华策略精选股票,XHCLJXGP,11.8243,,0,2016/4/1,0.888,0.888,2017/3/31,0.993,0.993,2015/3/31,1,0.15%,1,0.15%,1,1.50%
175,164508,国富中证100指数增强(LOF),GFZZ100ZSZQLOF,11.8163,,0,2016/4/1,0.762,0.785,2017/3/31,0.826,0.874,2015/3/26,1,0.12%,1,0.12%,1,1.20%
176,2310,创金合信沪深300指数增强A,CJHXHS300ZSZQA,11.8101,,0,2016/4/1,0.895,0.895,2017/3/31,1.0007,1.0007,2015/12/31,1,0.15%,1,0.15%,1,1.50%
177,373,华安中证细分医药ETF联接A,HAZZXFYYETFLJA,11.7912,,0,2016/4/1,1.111,1.111,2017/3/31,1.242,1.242,2014/11/28,1,0.12%,1,0.12%,1,1.20%
178,163116,申万中证申万电子行业投资指数(LOF)A,SWZZSWDZHYTZZSLOFA,11.7332,,0,2016/4/1,0.9602,0.6155,2017/3/31,1.0622,0.6877,2015/5/14,1,0.12%,1,0.12%,1,1.20%
179,320010,诺安中证100指数A,NAZZ100ZSA,11.733,,0,2016/4/1,0.929,0.929,2017/3/31,1.038,1.038,2009/10/27,1,0.12%,1,0.12%,1,1.20%
180,1043,工银美丽城镇股票A,GYMLCZGPA,11.6364,,0,2016/4/1,0.825,0.825,2017/3/31,0.921,0.921,2015/3/26,1,0.15%,1,0.15%,1,1.50%
181,835,华润元大富时中国A50指数A,HRYDFSZGA50ZSA,11.5544,,0,2016/4/1,1.203,1.203,2017/3/31,1.342,1.342,2014/11/20,1,0.12%,1,0.12%,1,1.20%
182,320022,诺安研究精选股票,NAYJJXGP,11.525,,0,2016/4/1,0.859,1.492,2017/3/31,0.958,1.664,2012/12/10,1,0.15%,1,0.15%,1,1.50%
183,202015,南方沪深300联接基金A,NFHS300LJJJA,11.5113,,0,2016/4/1,1.1163,1.2763,2017/3/31,1.2448,1.4048,2009/3/25,1,0.12%,1,0.12%,1,1.20%
184,1188,鹏华改革红利股票,PHGGHLGP,11.5068,,0,2016/4/1,0.73,0.73,2017/3/31,0.814,0.814,2015/4/28,1,0.15%,1,0.15%,1,1.50%
185,502013,长盛中证申万一带一路指数(LOF),CSZZSWYDYLZSLOF,11.485,,0,2016/4/1,0.785,0.3998,2017/3/31,0.847,,2015/5/29,1,0.12%,1,0.12%,1,1.20%
186,510010,交银上证180公司治理ETF,JYSZ180GSZLETF,11.4445,,0,2016/4/1,0.9,1.002,2017/3/31,1.003,1.117,2009/9/25,,,,,,
187,376,华安中证细分医药ETF联接C,HAZZXFYYETFLJC,11.4441,,0,2016/4/1,1.101,1.101,2017/3/31,1.227,1.227,2014/11/28,1,0.00%,,,,
188,1651,工银新蓝筹股票A,GYXLCGPA,11.4258,,0,2016/4/1,1.024,1.024,2017/3/31,1.141,1.141,2015/8/6,1,0.15%,1,0.15%,1,1.50%
189,368,汇添富沪深300安中指数,HTFHS300AZZS,11.418,,0,2016/4/1,1.2384,1.2384,2017/3/31,1.3798,1.3798,2013/11/6,1,0.12%,1,0.12%,1,1.20%
190,165310,建信沪深300指数增强(LOF)A,JXHS300ZSZQLOFA,11.4131,,0,2016/4/1,1.244,1.365,2017/3/31,1.365,1.506,2011/5/6,1,0.15%,1,0.15%,1,1.50%
191,510060,工银上证央企ETF,GYSZYQETF,11.4046,,0,2016/4/1,1.4731,0.9423,2017/3/31,1.6411,1.0497,2009/8/26,,,,,,
192,1637,嘉实量化精选股票,JSLHJXGP,11.3285,,0,2016/4/1,0.971,0.971,2017/3/31,1.081,1.081,2015/12/7,1,0.15%,1,0.15%,1,1.50%
193,161721,招商沪深300地产等权重指数A,ZSHS300DCDQZZSA,11.3156,,0,2016/4/1,0.701,1.242,2017/3/31,0.757,1.32,2014/11/27,1,0.10%,1,0.10%,1,1.00%
194,161026,富国中证国有企业改革指数(LOF)A,FGZZGYQYGGZSLOFA,11.2939,,0,2016/4/1,0.832,1.132,2017/3/31,0.902,1.192,2014/12/17,1,0.12%,1,0.12%,1,1.20%
195,510120,海富通上证非周期ETF,HFTSZFZQETF,11.2356,,0,2016/4/1,2.501,1.054,2017/3/31,2.782,1.172,2011/4/22,,,,,,
196,159925,南方沪深300ETF,NFHS300ETF,11.2285,,0,2016/4/1,1.278,1.1205,2017/3/31,1.4215,1.2463,2013/2/18,,,,,,
197,510050,华夏上证50ETF,HXSZ50ETF,11.2219,0.053,1,2016/4/1,2.167,2.91,2017/3/31,2.359,3.2,2004/12/30,,,,,,
198,510710,博时上证50ETF,BSSZ50ETF,11.1693,,0,2016/4/1,2.1407,0.6618,2017/3/31,2.3798,0.7357,2015/5/27,,0.04%,,,,
199,161607,融通巨潮100指数A(LOF),RTJC100ZSALOF,11.1691,,0,2016/4/1,0.958,2.472,2017/3/31,1.065,2.579,2005/5/12,1,0.15%,1,0.15%,1,1.50%
200,1277,博时国企改革股票A,BSGQGGGPA,11.0811,,0,2016/4/1,0.74,0.74,2017/3/31,0.822,0.822,2015/5/20,1,0.15%,1,0.15%,1,1.50%
201,530010,建信上证社会责任ETF联接,JXSZSHZRETFLJ,11.0711,,0,2016/4/1,1.3612,1.3612,2017/3/31,1.5119,1.5119,2010/5/28,1,0.15%,1,0.15%,1,1.50%
202,160517,博时中证银行指数(LOF),BSZZYHZSLOF,11.0694,,0,2016/4/1,0.8239,0.8373,2017/3/31,0.8899,0.9299,2015/6/9,1,0.10%,1,0.10%,1,1.00%
203,510360,广发沪深300ETF,GFHS300ETF,10.9923,,0,2016/4/1,0.9634,0.9634,2017/3/31,1.0693,1.0693,2015/8/20,,,,,,
204,1051,华夏上证50ETF联接A,HXSZ50ETFLJA,10.9065,,0,2016/4/1,0.706,0.706,2017/3/31,0.783,0.783,2015/3/17,1,0.12%,1,0.12%,1,1.20%
205,502023,鹏华国证钢铁行业指数(LOF)A,PHGZGTHYZSLOFA,10.903,,0,2016/4/1,0.889,0.889,2017/3/31,0.957,0.983,2015/8/13,1,0.12%,1,0.12%,1,1.20%
206,161029,富国中证银行指数(LOF)A,FGZZYHZSLOFA,10.902,,0,2016/4/1,0.868,0.886,2017/3/31,0.94,0.98,2015/4/30,1,0.12%,1,0.12%,1,1.20%
207,164908,交银中证环境治理(LOF)A,JYZZHJZLLOFA,10.8744,,0,2016/4/1,0.892,0.892,2017/3/31,0.989,0.989,2015/8/13,1,0.12%,1,0.12%,1,1.20%
208,519686,交银上证180公司治理联接,JYSZ180GSZLLJ,10.7843,,0,2016/4/1,1.02,1.02,2017/3/31,1.13,1.13,2009/9/29,1,0.15%,1,0.15%,1,1.50%
209,410008,华富中证100指数,HFZZ100ZS,10.7696,,0,2016/4/1,0.9434,0.9434,2017/3/31,1.045,1.045,2009/12/30,1,0.12%,1,0.12%,1,1.20%
210,20011,国泰沪深300指数A,GTHS300ZSA,10.7654,,0,2016/4/1,0.6651,0.9521,2017/3/31,0.7367,1.0546,2007/11/11,1,0.15%,1,0.15%,1,1.50%
211,530018,建信深证100指数增强,JXSZ100ZSZQ,10.7357,,0,2016/4/1,1.332,1.332,2017/3/31,1.475,1.475,2012/3/16,1,0.15%,1,0.15%,1,1.50%
212,613,国寿安保沪深300ETF联接,GSABHS300ETFLJ,10.6827,0.52,1,2016/4/1,1.4044,1.4044,2017/3/31,1.0406,1.5606,2014/6/5,1,0.10%,1,0.10%,1,1.00%
213,270010,广发沪深300ETF联接A,GFHS300ETFLJA,10.628,,0,2016/4/1,1.4189,1.7089,2017/3/31,1.5697,1.8597,2008/12/30,1,0.12%,1,0.12%,1,1.20%
214,2210,创金合信量化多因子股票A,CJHXLHDYZGPA,10.3636,,0,2016/4/1,1.1,1.1,2017/3/31,1.214,1.214,2016/1/22,1,0.15%,1,0.15%,1,1.50%
215,159929,汇添富中证医药卫生ETF,HTFZZYYWSETF,10.3595,,0,2016/4/1,1.3157,1.3157,2017/3/31,1.452,1.452,2013/8/23,,0.05%,,,,
216,510130,中盘ETF,ZPETF,10.3475,,0,2016/4/1,3.3496,1.1521,2017/3/31,3.6962,1.2713,2010/3/29,,0.05%,,,,
217,1237,博时上证50ETF联接A,BSSZ50ETFLJA,10.3086,,0,2016/4/1,0.7227,0.7227,2017/3/31,0.7972,0.7972,2015/5/27,1,0.12%,1,0.12%,1,1.20%
218,690008,民生中证内地资源主题指数A,MSZZNDZYZTZSA,10.2603,,0,2016/4/1,0.653,0.653,2017/3/31,0.72,0.72,2012/3/8,1,0.12%,1,0.12%,1,1.20%
219,1548,天弘上证50指数A,THSZ50ZSA,10.2263,,0,2016/4/1,0.8087,0.8087,2017/3/31,0.8914,0.8914,2015/7/16,1,0.10%,1,0.10%,1,1.00%
220,510330,华夏沪深300ETF,HXHS300ETF,10.2227,,0,2016/4/1,3.3455,1.4021,2017/3/31,3.6875,1.5421,2012/12/25,,,,,,
221,162307,海富通中证100指数(LOF)A,HFTZZ100ZSLOFA,10.1571,,0,2016/4/1,0.955,0.955,2017/3/31,1.052,1.052,2009/10/30,1,0.12%,1,0.12%,1,1.20%
222,110020,易方达沪深300ETF联接A,YFDHS300ETFLJA,10.1363,,0,2016/4/1,1.0418,1.0418,2017/3/31,1.1474,1.1474,2009/8/26,1,0.12%,1,0.12%,1,1.20%
223,162509,国联安中证100指数(LOF),GLAZZ100ZSLOF,10.119,,0,2016/4/1,1.24,1.068,2017/3/31,1.092,1.141,2010/4/16,1,0.12%,1,0.12%,1,1.20%
224,159923,大成中证100ETF,DCZZ100ETF,10.0826,,0,2016/4/1,1.21,1.21,2017/3/31,1.332,1.332,2013/2/7,,,,,,
225,42,财通中证ESG100指数增强A,CTZZESG100ZSZQA,10.0443,,0,2016/4/1,1.354,1.354,2017/3/31,1.49,1.49,2013/3/22,1,0.12%,1,0.12%,1,1.20%
226,510190,华安上证龙头ETF,HASZLTETF,10.0427,,0,2016/4/1,3.047,1.168,2017/3/31,3.353,1.285,2010/11/18,,,,,,
227,1549,天弘上证50指数C,THSZ50ZSC,9.9566,,0,2016/4/1,0.8065,0.8065,2017/3/31,0.8868,0.8868,2015/7/16,1,0.00%,,,,
228,510310,易方达沪深300发起式ETF,YFDHS300FQSETF,9.9338,,0,2016/4/1,1.3147,1.3147,2017/3/31,1.4453,1.4453,2013/3/6,,0.05%,,,,
229,2556,博时丝路主题股票C,BSSLZTGPC,9.9329,,0,2016/4/1,0.745,0.745,2017/3/31,0.819,0.819,2016/3/22,1,0.00%,,,,
230,51,华夏沪深300ETF联接A,HXHS300ETFLJA,9.9305,,0,2016/4/1,1.007,1.007,2017/3/31,1.107,1.107,2009/7/10,1,0.12%,1,0.12%,1,1.20%
231,510180,华安上证180ETF,HASZ180ETF,9.9299,,0,2016/4/1,2.7815,2.8371,2017/3/31,3.0577,3.0945,2006/4/13,,,,,,
232,161211,国投沪深300金融地产联接,GTHS300JRDCLJ,9.9069,,0,2016/4/1,1.2032,1.2032,2017/3/31,1.3224,1.3224,2010/4/9,1,0.12%,1,0.12%,1,1.20%
233,512610,嘉实中证医药卫生ETF,JSZZYYWSETF,9.8956,,0,2016/4/1,1.3218,1.3218,2017/3/31,1.4526,1.4526,2014/6/13,,,,,,
234,202211,南方中证100指数A,NFZZ100ZSA,9.8901,0.045,1,2016/4/1,1.114,1.505,2017/3/31,1.178,1.615,2008/11/12,1,0.12%,1,0.12%,1,1.20%
235,110021,易方达上证中盘ETF联接A,YFDSZZPETFLJA,9.8248,,0,2016/4/1,1.1532,1.1532,2017/3/31,1.2665,1.2665,2010/3/31,1,0.12%,1,0.12%,1,1.20%
236,471,富国城镇发展股票,FGCZFZGP,9.8169,0.5,1,2016/4/1,2.281,2.281,2017/3/31,1.996,2.496,2014/1/28,1,0.15%,1,0.15%,1,1.50%
237,1917,招商量化精选股票A,ZSLHJXGPA,9.7777,0.07,1,2016/4/1,1.004,1.004,2017/3/31,1.036,1.106,2016/3/15,1,0.15%,1,0.15%,1,1.50%
238,470007,汇添富上证综合指数,HTFSZZHZS,9.7744,,0,2016/4/1,0.931,1.041,2017/3/31,1.022,1.132,2009/7/1,1,0.10%,1,0.10%,1,1.00%
239,660008,农银沪深300指数A,NYHS300ZSA,9.6871,,0,2016/4/1,1.0354,1.0354,2017/3/31,1.1357,1.1357,2011/4/12,1,0.12%,1,0.12%,1,1.20%
240,1416,嘉实事件驱动股票,JSSJQDGP,9.6561,,0,2016/4/1,0.756,0.756,2017/3/31,0.829,0.829,2015/6/9,1,0.15%,1,0.15%,1,1.50%
241,481009,工银沪深300指数A,GYHS300ZSA,9.6383,,0,2016/4/1,0.9151,1.4122,2017/3/31,1.0033,1.5004,2009/3/5,1,0.12%,1,0.12%,1,1.20%
242,1186,富国文体健康股票A,FGWTJKGPA,9.6206,,0,2016/4/1,0.738,0.738,2017/3/31,0.809,0.809,2015/5/6,1,0.15%,1,0.15%,1,1.50%
243,312,华安沪深300增强A,HAHS300ZQA,9.5646,,0,2016/4/1,1.401,1.401,2017/3/31,1.535,1.535,2013/9/27,1,0.12%,1,0.12%,1,1.20%
244,162714,广发深证100指数(LOF)A,GFSZ100ZSLOFA,9.5342,,0,2016/4/1,0.9639,1.0831,2017/3/31,1.0295,1.1737,2012/5/7,1,0.12%,1,0.12%,1,1.20%
245,159919,嘉实沪深300ETF,JSHS300ETF,9.5156,,0,2016/4/1,3.4018,1.3002,2017/3/31,3.7255,1.424,2012/5/7,,,,,,
246,160135,南方中证高铁产业指数(LOF),NFZZGTCYZSLOF,9.4723,,0,2016/4/1,1.0394,0.5907,2017/3/31,1.0996,0.6467,2015/6/10,1,0.06%,1,0.06%,1,0.60%
247,40002,华安中国A股增强指数,HAZGAGZQZS,9.4535,,0,2016/4/1,0.677,3.291,2017/3/31,0.741,3.501,2002/11/8,1,0.15%,1,0.15%,1,1.50%
248,510210,上证综指ETF,SZZZETF,9.4448,,0,2016/4/1,3.314,1.134,2017/3/31,3.627,1.241,2011/1/30,,,,,,
249,519673,银河康乐股票,YHKLGP,9.4386,,0,2016/4/1,1.229,1.229,2017/3/31,1.345,1.345,2014/11/18,1,0.15%,1,0.15%,1,1.50%
250,165309,建信沪深300指数(LOF),JXHS300ZSLOF,9.4151,,0,2016/4/1,0.9506,0.9506,2017/3/31,1.0401,1.0401,2009/11/5,1,0.12%,1,0.12%,1,1.20%
251,1236,博时丝路主题股票A,BSSLZTGPA,9.396,,0,2016/4/1,0.745,0.745,2017/3/31,0.815,0.815,2015/5/22,1,0.15%,1,0.15%,1,1.50%
252,1291,大摩量化多策略股票,DMLHDCLGP,9.3851,,0,2016/4/1,0.927,0.927,2017/3/31,1.014,1.014,2015/6/2,1,0.15%,1,0.15%,1,1.50%
253,510270,中银上证国企100ETF,ZYSZGQ100ETF,9.3517,,0,2016/4/1,0.941,1.098,2017/3/31,1.029,1.201,2011/6/16,,,,,,
254,40180,华安上证180ETF联接A,HASZ180ETFLJA,9.3445,,0,2016/4/1,1.1258,1.1258,2017/3/31,1.231,1.231,2009/9/29,1,0.12%,1,0.12%,1,1.20%
255,160631,鹏华银行A,PHYHA,9.3102,,0,2016/4/1,0.817,0.832,2017/3/31,0.87,0.907,2015/4/17,1,0.12%,1,0.12%,1,1.20%
256,502020,国金上证50指数增强(LOF),GJSZ50ZSZQLOF,9.292,,0,2016/4/1,1.112,0.638,2017/3/31,1.19,,2015/5/27,1,0.12%,1,0.12%,1,1.20%
